id,year,make,model,trim1,trim2
345cc959b8ba,2016.0,Ford,Explorer,Explorer,Platinum w/Towing Pkg
345d48d17a81,2011.0,Hyundai,Sonata,Sonata,GLS
345da1629775,2013.0,Buick,Regal,Regal,GS
34763abc3c49,2014.0,Toyota,Avalon,Avalon,XLE
34aee2ad4f08,2013.0,Chevrolet,Equinox,Equinox,LS
34b0c08544a5,2013.0,Ford,Fusion,Fusion,SE
34bbde9ad3c7,2014.0,Toyota,RAV4,RAV4,LE
34cc2cd9196b,2014.0,Infiniti,Q50,Q50,Base
34ce725de944,2013.0,Hyundai,Elantra,Elantra,GLS
34d5a99d9d67,2015.0,Chrysler,Town and Country,Town and Country,Limited Platinum
34defeec3ce6,2015.0,Jeep,Grand Cherokee,Grand Cherokee,Limited
34e3856e3cb6,2014.0,Mazda,Mazda3,Mazda3,i Touring
34ee6efb53b6,2013.0,Nissan,LEAF,LEAF,S
35078e8f6fe8,2016.0,Volvo,XC70,XC70,T5 Premier
351170080a28,2014.0,Ford,Fusion,Fusion,SE
351c583eabd6,2014.0,Hyundai,Genesis,Genesis,3.8L
352020fdb235,2015.0,Kia,Optima,Optima,LX
353c67b30c32,2014.0,Acura,ILX,ILX,2.0L w/Premium
3546f4e6846f,2015.0,BMW,3 Series,3 Series,328i
354ea2f04907,2013.0,Toyota,Camry,Camry,LE
355654f67030,2013.0,MINI,Hardtop,Hardtop,Cooper S
3558f6b41d17,2013.0,Mazda,CX-9,CX-9,Grand Touring
355db4f7fe3d,2012.0,Cadillac,CTS,CTS,3.6L
35650c3c0f2e,2014.0,Hyundai,Elantra,Elantra,SE
357b6a09b8d8,2013.0,Jeep,Wrangler,Wrangler,Sport
357b743c7f28,2013.0,Volvo,S60,S60,T5 Premier W/ Climate Pkg
358019819e8e,2015.0,Dodge,Grand Caravan,Grand Caravan,SXT
35843c211d33,2012.0,MINI,Cooper Hardtop,Cooper Hardtop,
358a100dd752,2013.0,Buick,Verano,Verano,Convenience Group
358afd716a5a,2013.0,Acura,RDX,RDX,Base
3595310e41d9,2013.0,Hyundai,Tucson,Tucson,GLS
35a1ac8d8f95,2015.0,Buick,Verano,Verano,Convenience Group
35a87b939080,2015.0,Chrysler,200,200,S
35bf6c35bb85,2014.0,Mazda,MAZDA3,MAZDA3,i Sport
35c2e0c809b6,2015.0,Toyota,Tundra,Tundra,SR5
35d77ce9cb3d,2013.0,Ford,Fiesta,Fiesta,SE
35dd9bd19b02,2013.0,Toyota,Camry Hybrid,Camry Hybrid,XLE
35e15f425d04,2014.0,Acura,MDX,MDX,SH-AWD
35e981674c8f,2014.0,Infiniti,Q60 Coupe,Q60 Coupe,Base
35ee19f1e1c3,2013.0,Volkswagen,Passat,Passat,V6 SEL Premium
35f951de3497,2013.0,Honda,Civic,Civic,EX
35fd324097d8,2013.0,Honda,Accord,Accord,LX
360383414441,2014.0,Audi,A6,A6,3.0T quattro Prestige
360b1c9bd343,2013.0,Honda,Accord,Accord,LX
360b23f5b323,2013.0,FIAT,500c,500c,Pop
36110e923fae,2014.0,FIAT,500L,500L,Trekking
361760dd316b,2014.0,BMW,3 Series,3 Series,328i
3627b6f4c16d,2016.0,Lexus,IS 300,IS 300,Base w/ F SPORT Pkg
363a594364d0,2012.0,Chrysler,300,300,C Luxury Series
363a8173b453,2014.0,Ford,Fusion,Fusion,Titanium
3647b9225824,2013.0,Smart,fortwo,fortwo,passion
3647ec69fec2,2012.0,Kia,Optima,,
364923a5002f,2012.0,INFINITI,EX35,EX35,Journey
364cb927a3b0,2014.0,Chevrolet,Cruze,Cruze,2LT Auto
364fd5fd7569,2014.0,Audi,A8 L,A8 L,3.0T quattro
36642683ff31,2014.0,Chevrolet,Cruze,Cruze,LS Auto
366a0ffe7793,2013.0,Lexus,CT 200h,CT 200h,Base
3678921a84f9,2014.0,Honda,CR-V,CR-V,EX
36860c885526,2014.0,Mercedes-Benz,GLK,GLK,GLK350 w/Premium Pkg
369bf80991c9,2014.0,Ford,Fusion,Fusion,Titanium
36a1e2e0a699,2013.0,Acura,ILX,ILX,2.0L w/Premium
36a3f7f77e85,2014.0,Cadillac,ATS,ATS,2.5L
36a616a80cea,2014.0,Honda,Pilot,Pilot,EX
36aaf2cc1e9a,2015.0,Dodge,Challenger,Challenger,SXT
36b6c1747c48,2014.0,Jeep,Patriot,Patriot,Sport
36c2fbd6a04e,2013.0,Hyundai,Elantra,Elantra,GLS
36cb8534c214,2014.0,Ford,Escape,Escape,Titanium
36e2c5be6a54,2015.0,Kia,Soul,Soul,+
36e93340d989,2014.0,Dodge,Charger,Charger,R/T
36ef4d25068b,2015.0,Volkswagen,Jetta,Jetta,SE PZEV
36f3509339ae,2013.0,Kia,Optima,Optima,LX
36f74b35654f,2012.0,Toyota,Prius,Prius,Three
37002b578904,2015.0,FIAT,500,500,Pop
3705b74727d0,2015.0,Acura,TLX,TLX,V6
37080531fe75,2015.0,Hyundai,Sonata,Sonata,SE
370a3fced4c4,2014.0,Mercedes-Benz,C-Class,C-Class,C 300 Sport 4MATIC
3718be5666cb,2013.0,Lexus,CT 200h,CT 200h,Base W/ Premium Package
371dfd7b5efe,2013.0,GMC,Terrain,Terrain,SLE-2
371e26245789,2014.0,Hyundai,Elantra GT,Elantra GT,Base
371f057d1242,2015.0,INFINITI,Q70,Q70,3.7
372419dbc265,2013.0,Volkswagen,CC,CC,Sport PZEV
37300f157b03,2014.0,Mercedes-Benz,E-Class,E-Class,E350 Luxury 4MATIC
373071c379a3,2013.0,Mercedes-Benz,C-Class,C-Class,C300 Sport 4MATIC
3735e299e303,2014.0,Mazda,Mazda6,Mazda6,i Touring
373f33fb0df8,2013.0,GMC,Terrain,Terrain,SLT-1
3762741d7049,2014.0,Dodge,Challenger,Challenger,Rallye Redline
37760a1b4706,2013.0,Audi,S5,S5,3.0T quattro Premium Plus
3780f3f9cdc1,2013.0,Ford,Fusion Hybrid,Fusion Hybrid,SE
3781e1bd66d9,2013.0,Honda,Accord,Accord,EX
3786517b9fa9,2013.0,Hyundai,Elantra,Elantra,Limited
3789e15178c7,2016.0,Lexus,IS 200t,IS 200t,Base w/ Premium Pkg
378ec4b0a22f,2014.0,Toyota,Corolla,Corolla,LE
37a83333a04e,2014.0,Dodge,Challenger,Challenger,SRT8
37a9d0f171b4,2015.0,Buick,Regal,Regal,Base
37c39803d032,2014.0,Chevrolet,Captiva Sport,Captiva Sport,LTZ
37c7db88f416,2014.0,Ford,Fiesta,Fiesta,SE
37d3528805b3,2013.0,Hyundai,Sonata,Sonata,SE 2.0T
37d60555cb2e,2014.0,Jeep,Patriot,Patriot,Sport
37ee613bfb11,2012.0,Honda,Civic,Civic,LX
380453c22045,2016.0,Nissan,Pathfinder,Pathfinder,S
38057f063f4a,2012.0,Chevrolet,Malibu,Malibu,LT
3806c0ca3313,2013.0,Lexus,RX 350,RX 350,Base
3810c5e1cdeb,2015.0,Ford,C-MAX Hybrid,C-MAX Hybrid,SE
381f01cc636c,2015.0,Nissan,LEAF,LEAF,SV
3824c2b80c4e,2014.0,Jeep,Cherokee,Cherokee,Trailhawk
382ac1856715,2014.0,Mitsubishi,Outlander Sport,Outlander Sport,SE
3832cbc45f2d,2015.0,Chevrolet,Sonic,Sonic,LTZ Auto
38354d49dde6,2014.0,Dodge,Grand Caravan,Grand Caravan,R/T
384bab3d54c1,2013.0,Honda,Civic,Civic,LX
384de35b03a1,2013.0,Ford,C-MAX Energi,C-MAX Energi,SEL
38582acaeb4c,2015.0,Chevrolet,Spark,Spark,1LT CVT
38669cadbc6f,2015.0,FIAT,500,500,Pop
386faa94322c,2014.0,Nissan,Murano,Murano,S
387beac3c4c5,2016.0,Jeep,Compass,Compass,Sport
388d72462036,2013.0,Mercedes-Benz,S-Class,S-Class,S550
389f963accf7,2013.0,Toyota,Corolla,Corolla,L
38aff4f64e7e,2014.0,Mercedes-Benz,CLA,CLA,CLA 250
38bfd2e58ccf,2015.0,Volkswagen,Passat,Passat,S PZEV
38cc462f2c02,2014.0,GMC,Terrain,Terrain,SLE-1
38cf57161704,2014.0,Buick,Verano,Verano,Premium Group
38e1264d7f50,2013.0,MINI,Hardtop,Hardtop,Cooper S
38f3d08f9af0,2015.0,Subaru,WRX,WRX,STI All Weather Pkg
38fbab474571,2014.0,Honda,Civic,Civic,LX
39007a80a989,2016.0,Nissan,Frontier,Frontier,SV
39060c7b2767,2013.0,Honda,Civic,Civic,LX
390f36ed589a,2015.0,Lincoln,MKZ,MKZ,Base
3915143c71a0,2016.0,Toyota,Tacoma,Tacoma,SR5 V6
391d742699a4,2013.0,Nissan,Sentra,Sentra,FE+ S
391f6d38a90f,2014.0,Chevrolet,Sonic,Sonic,LT Auto
3925423d9cbf,2014.0,Cadillac,ATS,ATS,3.6L Luxury
3928657eb0e5,2015.0,Toyota,RAV4,RAV4,XLE
39295f9e28a9,2015.0,Volkswagen,Jetta,Jetta,SE PZEV
392a768e2a81,2013.0,Honda,CR-V,CR-V,LX
393e701b31be,2014.0,Kia,Sorento,Sorento,LX
3949da0dc52c,2013.0,Nissan,Altima,Altima,2.5 SL
3954fe2e7515,2015.0,Jeep,Compass,Compass,Sport
395590ed7e24,2015.0,Ford,F-150,F-150,Lariat
39567002195c,2014.0,Nissan,LEAF,LEAF,S
3969a508af2f,2014.0,Lexus,GS 350,GS 350,Base W/ Premium Pkg
397a8c3f460e,2016.0,Chevrolet,Colorado,Colorado,LT
39843f1bce45,2012.0,Volkswagen,Tiguan,Tiguan,SE
3985bcf32127,2014.0,Chrysler,Town and Country,Town and Country,Touring
398f041c0da9,2013.0,Hyundai,Tucson,Tucson,GLS
39904be0ed21,2013.0,Jeep,Compass,Compass,Latitude
399589c21633,2014.0,Chevrolet,Impala,Impala,LT
399609f01f60,2015.0,Toyota,4Runner,4Runner,SR5
3997387fb528,2015.0,Ford,Fiesta,Fiesta,SE
399813992a93,2014.0,Acura,MDX,MDX,SH-AWD w/Tech
3999f18e4df7,2015.0,Volkswagen,Passat,Passat,TDI SEL Premium
39a4074490f0,2014.0,Chrysler,Town and Country,Town and Country,Touring-L
39a4d45e157e,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring
39a6cdb10372,2014.0,Chrysler,300,300,Base
39aafbca1174,2014.0,Jeep,Compass,Compass,Sport
39bbb1632821,2015.0,Mercedes-Benz,CLA,CLA,CLA 250
39c6b5c88ea2,2015.0,Infiniti,Q50,Q50,Premium
39ed1fdaa903,2013.0,Kia,Optima,Optima,LX
39fa50413e65,2016.0,Kia,Soul,Soul,Base
39fa6c4f4d8b,2014.0,Honda,CR-V,CR-V,EX
39fd5ad168a1,2013.0,Nissan,Altima,Altima,2.5 SL W/ Convenience Pkg
3a113adb5d03,2015.0,Ford,Focus,Focus,SE
3a1282fa76fb,2016.0,Toyota,Prius,Prius,Four Touring
3a18f19ae1b5,2012.0,Mazda,MAZDA3,MAZDA3,i Touring
3a18fb05e676,2013.0,Honda,Civic,Civic,LX
3a2988ac0728,2014.0,Honda,Civic,Civic,LX
3a2e36d7cd6a,2013.0,Volkswagen,CC,CC,Sport PZEV
3a349c5eb900,2014.0,Honda,Civic,Civic,Si w/Navi
3a489e244d4c,2013.0,Cadillac,Escalade ESV,Escalade ESV,Platinum Edition
3a4975dd0cb0,2016.0,Nissan,Versa,Versa,1.6 S Plus
3a5da2181d16,2014.0,Cadillac,ATS,ATS,2.5L
3a68c97adc86,2014.0,Ford,Focus,Focus,ST
3a6fb582d0ae,2013.0,Ford,Explorer,Explorer,Limited
3a70895fa394,2013.0,Kia,Optima Hybrid,Optima Hybrid,LX
3a71d7886ba9,2015.0,Volkswagen,Jetta,Jetta,SE PZEV
3a72132c8d1b,2015.0,Ford,Fiesta,Fiesta,ST
3a76baa4abce,2014.0,Ford,Edge,Edge,Sport
3a7791d3468b,2014.0,Nissan,JUKE,JUKE,NISMO
3a78d4337a83,2013.0,MINI,Hardtop,Hardtop,Cooper
3a7a8f03e713,2013.0,FIAT,500,500,Sport
3a90d5f326de,2013.0,Dodge,Charger,Charger,SXT
3a9724b60ca7,2014.0,Mazda,Mazda3,Mazda3,i Touring
3a9ea7d03dbd,2013.0,INFINITI,FX37,FX37,Base
3aa0760c0cb2,2013.0,Toyota,Prius c,Prius c,Two
3aa150081ef6,2013.0,FIAT,500,500,Abarth
3aa4fa0abaec,2013.0,Toyota,Camry,Camry,SE V6
3aaae612f77d,2015.0,Volkswagen,Passat,Passat,Wolfsburg Edition PZEV
3abbcbd7b98c,2013.0,Honda,Accord,Accord,EX-L
3acbe0b037dd,2012.0,FIAT,500,500,Sport
3adced94e027,2013.0,MINI,Hardtop,Hardtop,Cooper
3aedf9ecbb0a,2013.0,Hyundai,Sonata,Sonata,GLS
3af53d30f15b,2014.0,BMW,7 Series,7 Series,750Li w/Executive Pkg
3afec4b5ac07,2014.0,Kia,Sportage,Sportage,LX
3b04cf646240,2012.0,Acura,TL,TL,Base
3b07aa1341be,2015.0,Mazda,Mazda3,Mazda3,i Sport
3b0949e10c54,2014.0,Jeep,Patriot,Patriot,Sport
3b0b076b29f2,2013.0,Acura,RDX,RDX,Base
3b22d8f37b55,2014.0,Kia,Optima,Optima,LX
3b343b8afe5c,2014.0,Hyundai,Accent,Accent,GLS
3b37f4920210,2015.0,Dodge,Challenger,Challenger,SXT
3b3a885bd441,2013.0,Nissan,JUKE,JUKE,S
3b40ece7ce76,2013.0,Honda,CR-V,CR-V,EX-L
3b45f83ba3fa,2009.0,Lexus,SC 430,SC 430,Pebble Beach Edition
3b51ab903f9a,2015.0,Chevrolet,Malibu,Malibu,LT
3b59c32a21ef,2013.0,Nissan,Sentra,Sentra,SV
3b69d6995ace,2016.0,Ford,Explorer,Explorer,Sport
3b6b704e6f9b,2013.0,Hyundai,Sonata,Sonata,SE
3b6e86e4329c,2012.0,Honda,Civic,Civic,LX
3b6fbb0a91ec,2014.0,Acura,MDX,MDX,Base
3b7c8c72924d,2014.0,FIAT,500L,500L,Easy
3b7f0f865ebe,2013.0,GMC,Terrain,Terrain,SLE-1
3b8e6066dbde,2012.0,Toyota,Camry,Camry,XLE
3b91ada1aded,2014.0,Jeep,Cherokee,Cherokee,Latitude
3bae723a29f0,2013.0,Cadillac,ATS,ATS,3.6L Luxury
3bb50d6cb517,2012.0,Dodge,Challenger,Challenger,R/T
3bca821c8c41,2011.0,Audi,A4,A4,2.0T Premium
3bd42fc660e0,2012.0,Toyota,Camry,Camry,SE
3be98f90f361,2014.0,Infiniti,Q50,Q50,Premium
3bfb67635a2d,2014.0,GMC,Terrain,Terrain,SLE-2
3bfff4279409,2013.0,Honda,Civic,Civic,LX
3c16409ab9db,2012.0,Lexus,IS 250C,IS 250C,Base
3c1c8edcbd3b,2014.0,INFINITI,Q50,Q50,Base
3c1e9da3a3aa,2014.0,BMW,3 Series,3 Series,328d xDrive
3c23652ae5bd,2012.0,Toyota,Prius,Prius,Two
3c24e75a2dc3,2014.0,Chevrolet,Equinox,Equinox,LT
3c4c8cb924b2,2012.0,Scion,iQ,iQ,Base
3c54e71fd2c9,2013.0,Acura,TSX Sport Wagon,TSX Sport Wagon,Base
3c6912ef1306,2014.0,Cadillac,SRX,SRX,Performance Collection
3c6acfceb552,2012.0,Audi,TT RS,TT RS,2.5 quattro w/ Technology Pkg
3c8248f86e9f,2013.0,Volkswagen,Passat,Passat,SE PZEV
3c96053ee23d,2014.0,Kia,Optima,Optima,LX
3c97961c08de,2016.0,Lexus,IS 200t,IS 200t,Base
3cafa6c6aaa4,2013.0,Acura,ILX,ILX,2.0L w/Tech
3cb21125f126,2016.0,Chevrolet,Silverado 1500,Silverado 1500,LT
3cb308850649,2014.0,Nissan,Maxima,Maxima,3.5 S
3cb87b39dbdf,2014.0,Toyota,Tundra,Tundra,Limited
3cb897484a5b,2015.0,Mazda,Mazda3,Mazda3,i Touring w/Technology Pkg
3cc9fcd09046,2014.0,Honda,Civic,Civic,LX
3cd350784f34,2015.0,Kia,Sedona,Sedona,LX
3cd70ef1bdaf,2012.0,BMW,3 Series,3 Series,335i Sport Line W/ Premium Pkg
3ce25cb2fbc7,2013.0,Nissan,LEAF,LEAF,SV
3cec90204b1f,2012.0,Toyota,Camry,Camry,XLE V6
3ceee40c6d9b,2013.0,Nissan,Sentra,Sentra,SR
3cf2a769eb68,2016.0,Volvo,V60 Cross Country,V60 Cross Country,T5
3cf5d5e2f9e9,2015.0,Ford,Escape,Escape,Titanium
3cf7f616ea8b,2013.0,Nissan,LEAF,LEAF,S
3d04655f7d7e,2015.0,Smart,fortwo,fortwo,pure
3d14523cecba,2012.0,Hyundai,Sonata,,
3d19edde296e,2016.0,Toyota,Corolla,Corolla,LE
3d20afb295de,2012.0,Ford,Taurus,Taurus,Limited
3d2b9e94edb4,2014.0,Toyota,Camry,Camry,LE
3d33e3e3c89c,2014.0,MINI,Countryman,Countryman,Cooper S ALL4
3d47bc5597e7,2013.0,Ram,Ram Pickup 1500,Ram Pickup 1500,SLT
3d5f02b3db32,2014.0,Jeep,Cherokee,Cherokee,Latitude
3d7a1030deeb,2016.0,BMW,X3,X3,xDrive28i
3d869eed3f4a,2015.0,Chrysler,200,200,Limited
3d93d65bef20,2015.0,Toyota,Corolla,Corolla,LE
3da84d717582,2013.0,Chevrolet,Traverse,Traverse,LT
3dac3eaf2244,2015.0,Jeep,Grand Cherokee,Grand Cherokee,Laredo
3db7ef3ef91a,2013.0,Scion,xB,xB,Base
3dbede7f8d78,2012.0,Honda,Civic,Civic,LX
3dbfb6aaf8b1,2015.0,Dodge,Dart,Dart,SXT
3dc0608a9335,2013.0,BMW,5 Series,5 Series,528i xDrive w/ Premium Pkg
3dc5ccf754b4,2016.0,Chevrolet,Sonic,Sonic,LTZ Auto
3dc7914a9b7c,2012.0,Chrysler,300,300,S V8
3dc9fead9738,2014.0,Ford,Fusion Energi,Fusion Energi,Titanium
3dd13fa2c3d9,2014.0,Mazda,CX-5,CX-5,Sport
3ddddadaf028,2012.0,Subaru,Impreza,Impreza,2.0i Premium
3df59244b0b8,2013.0,Volkswagen,CC,CC,Sport
3dfb119aa77d,2010.0,Cadillac,SRX,SRX,Performance Collection
3e07c848e6d6,2014.0,Chevrolet,Cruze,Cruze,1LT Auto
3e1279a10730,2014.0,Volkswagen,Jetta,Jetta,SE PZEV
3e15743b7da2,2014.0,Lexus,RX 350,RX 350,Base
3e235251246e,2014.0,Ford,C-MAX Hybrid,C-MAX Hybrid,SE
3e250994d812,2016.0,Chevrolet,Silverado 1500,Silverado 1500,Custom
3e26cd067113,2013.0,Nissan,Rogue,Rogue,SV
3e2de0e89167,2014.0,Nissan,Xterra,,
3e30db9b41a1,2013.0,Kia,Soul,Soul,Base
3e4337c95362,2013.0,Kia,Soul,Soul,Base
3e622068bfd5,2015.0,Volkswagen,Beetle,Beetle,1.8T PZEV
3e69d77db502,2013.0,Hyundai,Accent,Accent,GLS
3e6c83b557a0,2013.0,Chevrolet,Malibu,Malibu,LT
3e7561bfb5ad,2015.0,Toyota,Yaris,Yaris,5-Door L
3e9159afc8dd,2014.0,Lexus,GS 350,GS 350,Base w/F Sport Pkg
3ea15cd75646,2014.0,GMC,Terrain,Terrain,SLE-1
3ea6826a9c8d,2014.0,Buick,Encore,Encore,Leather
3ec0b69399f9,2014.0,Mazda,Mazda6,Mazda6,i Touring
3ecd2b30019c,2015.0,Volkswagen,Jetta,Jetta,Hybrid SEL Premium
3edf4f51b428,2013.0,Audi,A5,A5,2.0T quattro Premium Plus
3ee7b25104ee,2015.0,Chevrolet,Spark,Spark,1LT CVT
3eec25cc8708,2013.0,Honda,Civic,Civic,LX
3ef3e0383a59,2013.0,Acura,MDX,MDX,SH-AWD
3efba9ca0e25,2013.0,Nissan,LEAF,LEAF,SV
3f18fabecf59,2012.0,Volkswagen,Tiguan,Tiguan,SE
3f202616a2b9,2014.0,Lexus,ES 300h,ES 300h,Base
3f2d4f4ed0ed,2014.0,GMC,Terrain,Terrain,SLT-1
3f3ad02f00a2,2013.0,Dodge,Journey,Journey,American Value Package
3f3e362dea23,2014.0,FIAT,500L,500L,Pop
3f4998e9d6d9,2012.0,BMW,5 Series,5 Series,550i Gran Turismo
3f55b036ab59,2014.0,Chevrolet,Cruze,Cruze,1LT Auto
3f5ad396e5c5,2013.0,Hyundai,Sonata,Sonata,Limited
3f6420296cf7,2014.0,Volkswagen,Jetta,Jetta,SE PZEV
3f64db6c6f04,2014.0,Ford,Escape,Escape,SE
3f71f4e7a56f,2013.0,Lexus,ES 350,ES 350,Base
3f74adec1d00,2014.0,Kia,Soul,Soul,+
3f78efd4714e,2012.0,Infiniti,QX56,QX56,Base
3f7a72aa00d2,2013.0,Land Rover,Range Rover Evoque,Range Rover Evoque,Pure Plus
3f7ae1593d3a,2013.0,Toyota,Camry Hybrid,Camry Hybrid,LE
3f7e7f169705,2013.0,Ford,C-MAX Hybrid,C-MAX Hybrid,SE
3f87d5924d4a,2015.0,Volkswagen,Passat,Passat,Wolfsburg Edition PZEV
3f8b2c3d1a2d,2015.0,Toyota,Sienna,Sienna,LE 7-Passenger
3f8d611822bc,2016.0,Mercedes-Benz,SLK,SLK,SLK 300 W/ Premium 2 Pkg
3f92307578b7,2014.0,GMC,Terrain,Terrain,SLE-1
3f92ab280ae6,2009.0,Audi,TTS,TTS,2.0T quattro
3fa7f3e67525,2013.0,BMW,X1,X1,sDrive28i
3facbf5d4861,2013.0,Chevrolet,Volt,Volt,Premium
3fbadee6c937,2015.0,Chevrolet,Trax,Trax,LT W/ Plus Pkg
3fca2dafc9fc,2014.0,Mercedes-Benz,GLK,GLK,GLK 350 4MATIC w/Premium Pkg
3fdce9d37478,2013.0,BMW,X3,X3,xDrive28i
3feff8b050f2,2012.0,Chevrolet,Camaro,Camaro,LT
3ff498e9cc96,2014.0,Kia,Cadenza,Cadenza,Premium
3ff8cedf8fb4,2014.0,BMW,X1,X1,xDrive28i
3ffa310d71ce,2015.0,Lexus,ES 350,ES 350,Base w/ Premium Pkg
4001038aa21a,2013.0,Nissan,LEAF,LEAF,S
4002e9825e89,2014.0,Nissan,Rogue Select,Rogue Select,S
400b3c0068df,2015.0,Mazda,CX-9,CX-9,Sport
40127f982f55,2015.0,Jeep,Grand Cherokee,Grand Cherokee,Limited
401b81c08188,2014.0,Dodge,Journey,Journey,Limited
4021d931aa1f,2013.0,Honda,CR-V,CR-V,LX
40288f4160b1,2013.0,Buick,Verano,Verano,Base
4029b44b356d,2016.0,Mercedes-Benz,Metris,Metris,Passenger
402cf6e88a11,2013.0,Lexus,CT 200h,CT 200h,Base
