id,year,make,model,trim1,trim2
40383c0cd9c2,2015.0,Nissan,Rogue Select,Rogue Select,S
405016617fd6,2013.0,Cadillac,XTS,XTS,Luxury Collection
40851e617b93,2014.0,Honda,Accord Plug-In,Accord Plug-In,Base
40901588cc06,2013.0,Honda,Civic,Civic,LX
409a1862c847,2014.0,Hyundai,Veloster,Veloster,Base
40ae659d9324,2015.0,Nissan,Frontier,Frontier,SV
40b599bf8021,2014.0,Mitsubishi,Lancer,Lancer,ES
40be04bbde91,2016.0,Chevrolet,Malibu,Malibu,LT
40c94d012fa0,2014.0,FIAT,500L,500L,Easy
40d3bdffc3d2,2014.0,Nissan,Versa Note,Versa Note,SV
40dad47ed901,2014.0,Chevrolet,Sonic,Sonic,LT Auto
4109115398e3,2014.0,Volvo,S60,S60,T5 Premier
4113e9a59808,2015.0,Volvo,S60,S60,T5 Premier
412eeee0aa0b,2014.0,Toyota,RAV4,RAV4,Limited
413fabd594a1,2014.0,Toyota,Tundra,Tundra,SR5 w/Towing Pkg
4157dbb64e2f,2014.0,Subaru,Outback,Outback,2.5i Limited
4164e69604bd,2013.0,Cadillac,CTS,CTS,3.0L Luxury Collection
41680fdf745c,2014.0,Audi,A6,A6,2.0T quattro Premium Plus
4170b24cbdbf,2016.0,Nissan,Frontier,Frontier,SV
417216609666,2015.0,Dodge,Journey,Journey,American Value Package
418ae3460a63,2016.0,Kia,Sedona,Sedona,LX
418ffd328000,2015.0,Ford,Expedition,Expedition,XLT
41902e49c45d,2015.0,Dodge,Journey,Journey,R/T
41923fdb3f5d,2012.0,Cadillac,CTS,CTS,3.6L Performance
419372549627,2013.0,Mercedes-Benz,GLK,GLK,GLK350 4MATIC
419687d50dcd,2014.0,Chevrolet,Equinox,Equinox,LT
419ec96007ff,2014.0,Nissan,Altima,Altima,2.5 S
41a4e79892bd,2013.0,Toyota,Corolla,Corolla,LE
41a861865eb7,2015.0,Chevrolet,Trax,Trax,LT
41b2b0bb583c,2012.0,Volkswagen,Golf,Golf,2.5L PZEV
41b863009575,2015.0,Toyota,4Runner,4Runner,SR5
41ccca311db8,2013.0,Nissan,LEAF,,
41d8b7f7199d,2014.0,Lexus,GS 350,GS 350,Base w/premium
41d990ee06cc,2015.0,Chevrolet,Camaro,Camaro,LT w/RS Pkg
41f00df3c7ed,2013.0,Volkswagen,Jetta,Jetta,TDI
42018a8a67d9,2014.0,Mazda,Mazda6,Mazda6,i Grand Touring
4207ad0ffa05,2013.0,Chevrolet,Volt,Volt,Premium
42185c1d90ee,2012.0,Hyundai,Sonata,Sonata,GLS
421e8a6931b7,2013.0,Toyota,Prius c,Prius c,Three
422c0c9683df,2016.0,Kia,Forte,Forte,EX
422c7c6d6021,2012.0,Cadillac,CTS,CTS,3.0L
42415ff65013,2015.0,Audi,A7,A7,3.0T quattro Premium Plus
424658d9f222,2015.0,Lexus,RC 350,RC 350,Base W/ Premium Pkg
424cd5cc193e,2014.0,Buick,Verano,Verano,Base
4257f5318285,2014.0,Lincoln,MKX,MKX,Base
42751f4f84aa,2013.0,Acura,ILX,ILX,2.0L
42797f0a0fb8,2014.0,Ford,Explorer,Explorer,XLT
4284a4588660,2013.0,Volkswagen,Passat,Passat,SEL PZEV
42858a78a292,2015.0,Nissan,Versa Note,Versa Note,S Plus
42927bfd7419,2014.0,Kia,Sorento,Sorento,LX
429e121544c8,2014.0,Scion,iQ,iQ,10 Series
42a3297ccd4b,2014.0,Kia,Sorento,Sorento,LX
42a78cc1d09c,2013.0,Buick,LaCrosse,LaCrosse,Base
42afe4af104c,2014.0,Kia,Sorento,Sorento,LX
42b183dd0be3,2013.0,Hyundai,Elantra,Elantra,GLS
42b3feca1993,2015.0,Lincoln,Navigator,Navigator,Base
42bce3843846,2016.0,Toyota,Corolla,Corolla,LE
42ccde07cb34,2014.0,Honda,CR-V,CR-V,EX
42d81612e2ce,2011.0,Cadillac,DTS,DTS,Premium Collection
42dc45d2224c,2013.0,Cadillac,CTS,CTS,3.6L
42de854bf6ad,2014.0,Mitsubishi,Outlander Sport,Outlander Sport,ES
42e70be9c0a3,2012.0,Infiniti,G37 Sedan,G37 Sedan,x
42e7cf9bacd3,2016.0,Volkswagen,Jetta,Jetta,1.4T S
42e9fb95a793,2016.0,Hyundai,Accent,Accent,SE
42eb844cda01,2014.0,Nissan,Versa,Versa,1.6 S
42f2d7a54b2c,2015.0,Chevrolet,Spark,Spark,1LT CVT
42fc827c5021,2016.0,Jeep,Renegade,Renegade,Latitude
42fdc59c1d15,2013.0,Hyundai,Sonata,Sonata,GLS
430c06d0da68,2013.0,Honda,Accord,Accord,EX-L
430f0cb5666c,2016.0,Audi,TT,TT,2.0T quattro
43178dd826cc,2014.0,Hyundai,Santa Fe Sport,Santa Fe Sport,2.4L
431a0a9f109d,2014.0,Jeep,Patriot,Patriot,Sport
432ce53ac30c,2012.0,Subaru,Impreza,Impreza,2.0i Premium
43366c271811,2013.0,Acura,TSX,TSX,Base
43370ac9da45,2013.0,Honda,CR-V,CR-V,EX-L
433991b34f79,2014.0,Toyota,Yaris,Yaris,5-Door L
43437c798cce,2013.0,Ford,Focus,Focus,SE
4361adc97a59,2013.0,Mitsubishi,Outlander Sport,Outlander Sport,SE
4363a3fed3a2,2014.0,MINI,Hardtop,Hardtop,Cooper S
436c61389292,2013.0,Toyota,Prius,Prius,Two
43780f1bf0aa,2015.0,Kia,Soul,Soul,Base
437b34407f5d,2014.0,Toyota,Corolla,Corolla,LE Plus
437d40548855,2013.0,BMW,3 Series,3 Series,328i
43b1b2c3707b,2013.0,Honda,Civic,Civic,LX
43ba70f562dd,2013.0,Volkswagen,Jetta,Jetta,S
43caea7798d1,2014.0,Nissan,Maxima,Maxima,3.5 SV
43cb4b1bf91e,2014.0,Chrysler,300,300,Base
43ceca19eadc,2011.0,Ford,Fiesta,Fiesta,SE
43d50765c965,2015.0,Ford,Mustang,Mustang,EcoBoost
43d9f0b90061,2012.0,Mercedes-Benz,C-Class,C-Class,C350 W/ Sport Pkg
43dfc102a40e,2013.0,Lexus,RX 350,RX 350,Base W/ Premium Pkg
44037031e8d4,2013.0,Toyota,Prius,Prius,Three
440b4f6abbce,2012.0,Toyota,Prius c,Prius c,Three
4416c77aa458,2014.0,Audi,A5,A5,2.0T quattro Premium Plus
4419b912e939,2013.0,Nissan,Altima,Altima,2.5 S
4421605c850a,2014.0,Nissan,Murano,Murano,S
44605b820418,2013.0,Ford,Fiesta,Fiesta,SE
446aa0c709cc,2014.0,Honda,Accord,Accord,LX
4478bcb6a752,2013.0,Volkswagen,Beetle,Beetle,Turbo PZEV
4481a30d1abe,2013.0,Dodge,Dart,Dart,SXT
4484ce72c40b,2013.0,GMC,Acadia,Acadia,SLE-1
448f7f27b17e,2014.0,Toyota,Sienna,Sienna,LE 8-Passenger
449af3347c1f,2015.0,Nissan,Frontier,Frontier,SV
44a0f9ce298a,2013.0,Ford,Edge,Edge,Limited
44a308aec883,2015.0,Jeep,Patriot,Patriot,Sport
44b50b0a70d2,2012.0,Chrysler,200,200,LX
44cad0ba90ed,2012.0,Jaguar,XF,XF,Portfolio
44dc008dde86,2013.0,GMC,Sierra 1500,Sierra 1500,SLE
44de2b1531be,2015.0,Ford,Expedition,Expedition,XLT
44f9bc692b69,2011.0,MINI,Cooper Clubman,Cooper Clubman,Base
450837a19da3,2014.0,Scion,tC,tC,Base
450bb9ac35f9,2014.0,Honda,Accord,Accord,Sport
450f49f5e01a,2013.0,Chrysler,200,200,Limited
45205780ed06,2013.0,Mercedes-Benz,M-Class,M-Class,ML350 4MATIC
452d680ca4c4,2012.0,Honda,Civic,,
4531e92b506d,2013.0,Chevrolet,Volt,Volt,Base
453dbcf9eda5,2016.0,Kia,Forte5,Forte5,LX
4545292f76cb,2016.0,Toyota,Camry,Camry,SE
4548be7a2947,2015.0,Chevrolet,Tahoe,Tahoe,LT W/ Towing Pkg
455a9a6ea1fc,2015.0,Toyota,Prius v,Prius v,Five
455d2cbcf86e,2014.0,Scion,tC,tC,Base
4562489a059c,2014.0,Nissan,Murano,Murano,LE
456403fe6d82,2014.0,Cadillac,ATS,ATS,2.5L
456540f7b803,2014.0,Buick,LaCrosse,LaCrosse,Leather
4566d0394275,,,,4Runner,Limited
456afa642cb9,2012.0,Chevrolet,Traverse,Traverse,LT
457edb6d3b2a,2012.0,Volvo,XC60,XC60,3.2
458891c1b92b,2014.0,Toyota,Corolla,Corolla,LE
458e5f64b371,2013.0,Hyundai,Elantra,Elantra,GLS
4590e1abf5e1,2013.0,Acura,ILX,ILX,2.0L
45993d101b71,2013.0,Hyundai,Santa Fe Sport,Santa Fe Sport,2.0T
459c9990f7aa,2016.0,Subaru,Outback,Outback,2.5i
459e14d5267a,2014.0,FIAT,500L,500L,Lounge
45a123dc108c,2016.0,Jeep,Patriot,Patriot,Sport SE
45c549f59373,2014.0,Chevrolet,Cruze,Cruze,LS Auto
45e136a27ef4,2014.0,Mazda,MAZDA6,MAZDA6,i Grand Touring
45ee954b5adf,2013.0,Hyundai,Genesis,Genesis,3.8L
4600e0873bd9,2015.0,Ford,Expedition,Expedition,XLT
460d11c4f023,2013.0,MINI,Hardtop,Hardtop,Cooper
461a6a9b24d9,2014.0,Honda,Accord,Accord,Sport
461c8873df58,2014.0,Toyota,Highlander,Highlander,LE
461d69aa0ecd,2013.0,Mercedes-Benz,E-Class,E-Class,E350 Luxury 4MATIC
463e280f95db,2013.0,Honda,Civic,Civic,LX
464019aa934b,2014.0,Infiniti,Q50,Q50,
46494c109e53,2014.0,Nissan,Versa Note,Versa Note,SV
4650890193c0,2014.0,Hyundai,Tucson,Tucson,SE
46562684485a,2013.0,MINI,Paceman,Paceman,Cooper S
466a38571748,2013.0,Volvo,S60,S60,T5
46821dd2162b,2014.0,Lexus,GS 350,GS 350,Base
468a67c45184,2014.0,Toyota,Camry,Camry,SE
469466df30a6,2014.0,Ford,Fusion,Fusion,SE
46ab8df8c339,2014.0,Mercedes-Benz,C-Class,C-Class,C250 Luxury w/ Sport Pkg
46b6e1413e17,2013.0,GMC,Terrain,Terrain,SLE-2
46b8816a9836,2013.0,Toyota,Tacoma,Tacoma,V6 w/TRD Sport Pkg
46ba948dbaf7,2013.0,Honda,CR-V,CR-V,EX
46de716af733,2015.0,Toyota,RAV4,RAV4,XLE
46e9fb17c281,2015.0,Kia,Sorento,Sorento,LX
46ea3920566d,2012.0,Acura,TSX,TSX,Special Edition
46fabf7cfc59,2012.0,Honda,Accord,Accord,SE
46fb25ae329a,2016.0,Chevrolet,Impala,Impala,LT
472ce004cf2a,2014.0,Chevrolet,Volt,Volt,Premium
472ded635fd9,2015.0,Dodge,Durango,Durango,Limited
473b11d5cbb9,2013.0,Acura,TL,TL,Base
47467e211acc,2012.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Base
47540107bc57,2015.0,Toyota,Prius,Prius,Two
475f6eb4db87,2013.0,Lexus,RX 350,RX 350,Base w/ Premium Pkg
476625349f67,2014.0,Kia,Forte,Forte,EX
476974d019e1,2014.0,Scion,tC,tC,Base
4770a90bb5c0,2015.0,Ford,Fusion Energi,Fusion Energi,Titanium
477467cf00a8,2013.0,Toyota,Corolla,Corolla,LE
477be6fc01c0,2013.0,Honda,Fit,Fit,Base
4780735eafe5,2013.0,Toyota,Camry,Camry,SE
4781fac0e44a,2016.0,Honda,Accord,Accord,LX
47891a4e872a,2015.0,Chevrolet,Malibu,Malibu,LS
478e02a475d6,2015.0,GMC,Terrain,Terrain,SLE-2
4795c1714494,2013.0,GMC,Terrain,Terrain,SLE-1
479788cb523d,2014.0,Chevrolet,Cruze,Cruze,2LT Auto
47a4c6511f71,2013.0,Ford,Fusion,Fusion,SE
47aada45a3e7,2014.0,Nissan,Versa Note,Versa Note,SV
47b43f048bc2,2012.0,Hyundai,Genesis,Genesis,3.8L V6
47b6500cd7d5,2015.0,Honda,Civic,Civic,Hybrid
47b83ac633ca,2012.0,Hyundai,Santa Fe,Santa Fe,GLS
47b95a803509,2015.0,Ford,F-150,F-150,XL w/ Towing Pkg
47c3fea4657a,2014.0,Ford,Focus,Focus,SE
47d3d4c04d7f,2016.0,Nissan,Altima,Altima,2.5 SL w/Tech Pkg
47e103e746aa,2013.0,Honda,Civic,Civic,HF
47ea8f25c948,2011.0,MINI,Cooper Clubman,Cooper Clubman,Base
47efd569725a,2013.0,Chevrolet,Camaro,Camaro,LT
47f838686d6c,2013.0,Nissan,Rogue,Rogue,S
47fc944b2911,2014.0,INFINITI,Q50,Q50,Premium
480d4335f41f,2014.0,Volkswagen,Jetta,Jetta,SE PZEV
480d954ba5ee,2013.0,Nissan,Rogue,Rogue,S
481072c17bde,2014.0,Chevrolet,Impala,Impala,LT
48117310fbf3,2013.0,Chevrolet,Malibu,Malibu,LT
4827e67ce6cd,2012.0,Nissan,Maxima,Maxima,3.5 SV w/ Sport Pkg
48285c8210ce,2009.0,MINI,Cooper Clubman,Cooper Clubman,S
4834063aa09c,2014.0,Ford,Fiesta,Fiesta,SE
483b5c68fdb1,2015.0,Chrysler,200,200,Limited
4842a2f0d5bd,2015.0,Kia,Sedona,Sedona,LX
4856fcb85be0,2016.0,Hyundai,Accent,Accent,SE
48598383977f,2014.0,Lexus,LS 460,LS 460,Base w/ Comfort Pkg
485a45bccd2f,2015.0,Ford,Focus,Focus,SE
48615b11c266,2014.0,GMC,Terrain,Terrain,SLE-2
4868a14ae6cc,2013.0,Honda,Civic,Civic,LX
488548284e06,2013.0,Buick,Verano,Verano,Base
488eb6d5f085,2010.0,Cadillac,CTS,CTS,3.6L V6 w/ Premium Pkg
488f6480a6ee,2015.0,Lexus,ES 350,ES 350,Base
4890b4c5eea1,2015.0,Dodge,Challenger,Challenger,R/T Plus
489e9c3d7dc2,2014.0,Mercedes-Benz,C-Class,C-Class,C300 Luxury 4MATIC
48a21893bdf7,2015.0,FIAT,500e,500e,Base
48a2894b7022,2013.0,Honda,Civic,Civic,LX
48aa859105df,2016.0,Chevrolet,Malibu Limited,Malibu Limited,LT
48ad40e65832,2010.0,Volkswagen,Routan,Routan,SEL Premium
48ade66e484b,2015.0,Buick,Regal,Regal,GS
48b3f0c936b5,2014.0,MINI,Hardtop,Hardtop,Cooper S
48be12c0ac00,2014.0,Mercedes-Benz,CLS,CLS,CLS 550 4MATIC w/Premium Pkg 1
48d076726860,2015.0,Kia,Soul,Soul,+
48d9dd3826a3,2012.0,Nissan,JUKE,JUKE,SV
48eb45d810d8,2012.0,Jeep,Liberty,Liberty,Sport
48ef41e489f8,2013.0,Hyundai,Genesis Coupe,Genesis Coupe,3.8 R-Spec
48f5b5902404,2014.0,Honda,Civic,Civic,EX
49164bca8224,2012.0,Hyundai,Santa Fe,Santa Fe,GLS
491bdbf9d514,2013.0,Mazda,CX-9,CX-9,Touring
49227f406e15,2016.0,Toyota,Camry,Camry,LE
49442a5aff6f,2012.0,Nissan,LEAF,LEAF,SL
495063f433f3,2014.0,Toyota,Tundra,Tundra,SR5
4957cfb03c25,2013.0,Honda,Odyssey,Odyssey,EX-L
4959c8d0f86e,2012.0,Honda,Civic,Civic,LX
49681d8abe09,2015.0,Toyota,RAV4,RAV4,XLE
4978f1c30a93,2012.0,Buick,Enclave,Enclave,Leather
49792c919445,2014.0,GMC,Terrain,Terrain,SLT-1
497ae7a50e01,2013.0,Audi,A4,A4,2.0T quattro Premium
497e31805c51,2013.0,Ford,C-MAX Hybrid,C-MAX Hybrid,SE
498fee7ddfe9,2015.0,Nissan,Versa,Versa,1.6 S
499bf89cef18,2013.0,Kia,Optima,Optima,EX
49ac4838a0d8,2013.0,Buick,Regal,Regal,Premium 1
49ad90f947b6,2013.0,Buick,Verano,Verano,Base
49c461939d72,2014.0,Volkswagen,Jetta,Jetta,SE PZEV
49dab5180aee,2014.0,Nissan,Maxima,Maxima,3.5 S
49deb2f3956e,2013.0,Toyota,Highlander,Highlander,Plus
49e518af436d,2014.0,Hyundai,Sonata,Sonata,GLS
49e6886d3fb5,2015.0,Honda,CR-V,CR-V,EX
49eb62499405,2014.0,Toyota,Corolla,Corolla,L
49f7c39ec8a3,2014.0,Hyundai,Accent,Accent,GS
49fdbabeef4e,2014.0,Acura,ILX,ILX,2.0L
4a18ce15c065,2015.0,Toyota,4Runner,4Runner,SR5
4a3611755cf3,2014.0,Acura,TSX,TSX,Base
4a4364d7fc6d,2014.0,Cadillac,Escalade ESV,Escalade ESV,Luxury
4a454b4e3c12,2013.0,Volkswagen,Tiguan,Tiguan,SE 4Motion
4a4a8d73ffff,2014.0,Chevrolet,Equinox,Equinox,LT
4a4c5b5abf9b,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger
4a5de554e6a9,2013.0,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Advanced
4a6b2786780e,2014.0,Mercedes-Benz,C-Class,C-Class,C 250 Sport w/ Premium Pkg 1
4a75fe9078ec,2013.0,Mazda,Mazda3,Mazda3,i Touring
4a7726cf0fbf,2013.0,Audi,A4,A4,2.0T quattro Premium Plus
4a79fceb171c,2013.0,Buick,Verano,Verano,Convenience Group
4a80b97e2788,2015.0,Dodge,Journey,Journey,SXT
4a84109e8430,2012.0,Chevrolet,Camaro,Camaro,LT
4a8955eb3bbc,2013.0,Toyota,Highlander,Highlander,SE
4abfe43fee31,2014.0,Dodge,Challenger,Challenger,R/T
4ac08a86802a,2014.0,Ford,Fiesta,Fiesta,SE
4ac0b8b4bed9,2012.0,Honda,Civic,Civic,LX
4acbc5df0aea,2016.0,Kia,Optima,Optima,LX
4adb6b54d2f8,2013.0,Mercedes-Benz,C-Class,C-Class,C350
4adeac38cc34,2014.0,Ford,Escape,Escape,SE
4adf21536327,2013.0,MINI,Coupe,Coupe,Cooper
4ae8d6328dd3,2012.0,Honda,Accord,,
4aea3a866764,2014.0,Chrysler,Town and Country,Town and Country,Touring-L
4af2d69b5e0f,2014.0,Ram,Ram Pickup 1500,Ram Pickup 1500,Express
4af67af1095c,2015.0,Chevrolet,Impala,Impala,LS
4af93355e617,2015.0,Volkswagen,Tiguan,Tiguan,S
4afc1a0271c2,2014.0,Mercedes-Benz,CLA,CLA,CLA 250 W/ Premium Pkg
4b0d9a614f1b,2013.0,Kia,Soul,Soul,!
4b17bc98d3fe,2014.0,Mercedes-Benz,C-Class,C-Class,C350 4MATIC W/ Sport Pkg
4b2604aa42f7,2014.0,Lincoln,MKS,MKS,Base
4b2686aea048,2014.0,Cadillac,CTS,CTS,2.0T Luxury Collection
4b31ea32ed33,2014.0,Ford,Fiesta,Fiesta,Titanium
4b32c1c70355,2014.0,Mercedes-Benz,E-Class,E-Class,E350 Sport w/ Sport Pkg
4b4308f6da14,2013.0,Smart,fortwo,fortwo,passion cabriolet
4b45f37ebcce,2015.0,Chrysler,300,300,C
4b46c49f87ed,2015.0,Ford,Escape,Escape,S
4b5ccc9b776f,2015.0,Kia,Sedona,Sedona,LX
4b72242004c1,2013.0,Chevrolet,Volt,Volt,Base
4b74275babf7,2016.0,MINI,Convertible,Convertible,Cooper
4b800c67295c,2013.0,Toyota,RAV4,RAV4,LE
4b80dcbf9fd7,2014.0,Mazda,Mazda6,Mazda6,i Touring
4b8c13da9680,2014.0,Honda,Civic,Civic,EX
4b8fbee83421,2013.0,Kia,Rio,Rio,EX
4ba1d7681cb7,2013.0,Smart,fortwo,fortwo,pure
4baf50a3d8c2,2013.0,Cadillac,Escalade,Escalade,Luxury
4bb0d3f09dce,2012.0,Nissan,LEAF,LEAF,SL
4bb15a590c96,2015.0,Toyota,Highlander,Highlander,XLE
4bc557f416e7,2013.0,Nissan,LEAF,LEAF,S
4bd0062e935e,2015.0,Dodge,Grand Caravan,Grand Caravan,SXT
4bd4ce4edcd9,2015.0,Toyota,Prius v,Prius v,Five
4bd70e6e6b4b,2015.0,Subaru,Forester,Forester,2.5i Premium
4bdf4a09d6c4,2013.0,FIAT,500,500,Pop
4be4ef147e80,2014.0,Hyundai,Accent,Accent,GS
4be8776d1057,2014.0,Buick,Regal,Regal,Premium I
4be9af3c17d4,2013.0,Toyota,RAV4,RAV4,LE
4bea0766c14c,2013.0,Dodge,Avenger,Avenger,SE
4c007f8472dd,2015.0,Chevrolet,Camaro,Camaro,LT
4c024926d790,2016.0,Ford,Mustang,Mustang,GT
4c07085da4ee,2013.0,Ford,Explorer,Explorer,XLT
4c324e1cd6ac,2014.0,Toyota,Camry,Camry,LE
4c4da0bfc52a,2012.0,Chrysler,300,300,C
4c5149f976af,2013.0,GMC,Yukon XL,Yukon XL,Denali
4c6a32aa5ae8,2012.0,Volkswagen,Beetle,Beetle,Turbo PZEV
4c6ab839861f,2012.0,Toyota,Highlander,Highlander,Base
4c7309c2220f,2015.0,Honda,Civic,Civic,LX
4c744d2885fd,2014.0,Buick,Verano,Verano,Convenience Group
4c7c932da6e9,2014.0,Chevrolet,Sonic,Sonic,LTZ Auto
4c857ec95d7b,2014.0,Volkswagen,Passat,Passat,Wolfsburg Edition
4c9868f860a9,2014.0,Toyota,Corolla,Corolla,LE
4cac43c8667b,2014.0,Hyundai,Accent,Accent,GLS
4cb8841f790d,2014.0,Lexus,GS 350,GS 350,Base
4cc06684e186,2013.0,Kia,Sportage,Sportage,LX
4cc44eb76fef,2015.0,Toyota,Yaris,Yaris,5-Door LE
4cc6a0db5477,2014.0,Honda,Civic,Civic,EX
4cce4dafa50c,2014.0,Nissan,Armada,Armada,SL
4cd62c173c0d,2013.0,Honda,Civic,Civic,LX
4ce9af79d361,2015.0,Kia,Optima,Optima,LX
4cf395dd3ae4,2014.0,Hyundai,Tucson,Tucson,GLS
4d009085c3bb,2013.0,Honda,Accord,Accord,LX
4d026a76cad1,2014.0,Kia,Optima,Optima,LX
4d07a478e267,2014.0,Mercedes-Benz,GLK,GLK,GLK350 4MATIC
4d09c37cf051,2013.0,Ford,Escape,Escape,SE
4d1564493ff0,2013.0,Nissan,LEAF,LEAF,S
4d1655c74951,2014.0,Chevrolet,Volt,Volt,Premium
4d1a89beb340,2013.0,Mitsubishi,Outlander Sport,Outlander Sport,ES
4d20b5070f08,2014.0,Honda,Civic,Civic,EX-L
4d23c8dd69f9,2012.0,Honda,Civic,Civic,HF
4d293464b7a6,2013.0,Chevrolet,Volt,Volt,Premium
4d434acac876,2013.0,Hyundai,Genesis,Genesis,3.8L
4d533419c916,2013.0,Chevrolet,Equinox,Equinox,LT
